,No. of Bedrooms,price_lack,price_per_square,city_Encoded,location_Encoded,cities,locations
596,2.0,6228000,5309.462915601023,0,145,Banglore,JP Nagar Phase 3
597,3.0,7581000,5235.49723756906,0,145,Banglore,JP Nagar Phase 3
598,3.0,10800000,5091.937765205092,0,145,Banglore,JP Nagar Phase 3
599,2.0,6203000,5310.787671232877,0,145,Banglore,JP Nagar Phase 3
600,3.0,7398000,5243.090007087172,0,145,Banglore,JP Nagar Phase 3
601,2.0,6070000,5319.894829097283,0,145,Banglore,JP Nagar Phase 3
602,3.0,6733000,5276.645768025079,0,145,Banglore,JP Nagar Phase 3
603,2.0,6125000,5316.840277777777,0,145,Banglore,JP Nagar Phase 3
604,3.0,8086000,5216.774193548387,0,145,Banglore,JP Nagar Phase 3
605,3.0,7290000,5248.380129589633,0,145,Banglore,JP Nagar Phase 3
606,3.0,6654000,5280.952380952381,0,145,Banglore,JP Nagar Phase 3
607,3.0,7980000,5219.097449313276,0,145,Banglore,JP Nagar Phase 3
608,3.0,7322000,5248.745519713261,0,145,Banglore,JP Nagar Phase 3
609,2.0,6043000,5319.542253521126,0,145,Banglore,JP Nagar Phase 3
610,3.0,6706000,5280.314960629921,0,145,Banglore,JP Nagar Phase 3
611,3.0,7342000,5248.034310221587,0,145,Banglore,JP Nagar Phase 3
614,2.0,5700000,5000.0,0,50,Banglore,Begur
615,2.0,6000000,4918.0327868852455,0,50,Banglore,Begur
616,2.0,5755000,5004.347826086957,0,50,Banglore,Begur
617,3.0,6695000,4959.259259259259,0,50,Banglore,Begur
618,2.0,5896000,4996.610169491525,0,50,Banglore,Begur
619,2.0,5600000,4955.7522123893805,0,50,Banglore,Begur
620,2.0,5800000,5000.0,0,50,Banglore,Begur
621,3.0,6577000,4963.773584905661,0,50,Banglore,Begur
622,2.0,5473000,5021.100917431193,0,50,Banglore,Begur
623,2.0,5849000,4999.145299145299,0,50,Banglore,Begur
624,2.0,5825000,5000.0,0,50,Banglore,Begur
625,2.0,5800000,5000.0,0,50,Banglore,Begur
626,3.0,16900000,9337.016574585636,0,186,Banglore,Kodigehalli
627,3.0,14900000,8563.218390804597,0,186,Banglore,Kodigehalli
628,3.0,14100000,8650.306748466257,0,186,Banglore,Kodigehalli
629,2.0,12100000,8402.777777777777,0,186,Banglore,Kodigehalli
630,2.0,10700000,8594.37751004016,0,186,Banglore,Kodigehalli
632,3.0,3632000,2989.3004115226336,0,255,Banglore,Narayanaghatta
633,2.0,2960000,2989.89898989899,0,255,Banglore,Narayanaghatta
634,2.0,3363000,2989.3333333333335,0,255,Banglore,Narayanaghatta
635,2.0,3087000,3249.4736842105262,0,18,Banglore,Anekal City
636,3.0,3981000,3249.795918367347,0,18,Banglore,Anekal City
637,2.0,3331000,3249.756097560976,0,18,Banglore,Anekal City
638,1.0,2096000,3249.6124031007753,0,18,Banglore,Anekal City
639,3.0,8218000,5460.46511627907,0,103,Banglore,Electronic City Phase 2
640,3.0,8370999,5453.4195439739415,0,103,Banglore,Electronic City Phase 2
641,3.0,8039000,5468.707482993197,0,103,Banglore,Electronic City Phase 2
642,2.0,5868000,5615.311004784689,0,103,Banglore,Electronic City Phase 2
643,2.0,6021000,5600.930232558139,0,103,Banglore,Electronic City Phase 2
644,2.0,7194000,5576.7441860465115,0,103,Banglore,Electronic City Phase 2
645,2.0,7581000,5493.478260869565,0,103,Banglore,Electronic City Phase 2
646,3.0,8137000,5554.266211604096,0,103,Banglore,Electronic City Phase 2
647,4.0,28000000,10035.84229390681,0,314,Banglore,Sahakar Nagar
648,2.0,13000000,9848.484848484848,0,314,Banglore,Sahakar Nagar
650,3.0,14000000,6451.612903225807,0,160,Banglore,Junnasandra
651,3.0,10900000,6445.89000591366,0,160,Banglore,Junnasandra
652,4.0,29900000,9329.173166926677,0,38,Banglore,Banashankari
653,4.0,28300000,9330.695680844048,0,38,Banglore,Banashankari
654,3.0,23500000,9318.001586042823,0,38,Banglore,Banashankari
655,3.0,23100000,9314.516129032258,0,38,Banglore,Banashankari
656,3.0,21400000,8999.158957106813,0,38,Banglore,Banashankari
657,3.0,7830000,4350.0,0,149,Banglore,JP Nagar Phase 9
658,2.0,5968000,4349.854227405248,0,149,Banglore,JP Nagar Phase 9
659,2.0,6085000,4899.355877616747,0,148,Banglore,JP Nagar Phase 8
660,2.0,5439000,4900.0,0,148,Banglore,JP Nagar Phase 8
661,3.0,6762000,4900.0,0,148,Banglore,JP Nagar Phase 8
662,2.0,5488000,4900.0,0,148,Banglore,JP Nagar Phase 8
663,2.0,5478000,4899.821109123434,0,148,Banglore,JP Nagar Phase 8
664,3.0,7438000,4899.868247694335,0,148,Banglore,JP Nagar Phase 8
665,3.0,6791000,4899.711399711399,0,148,Banglore,JP Nagar Phase 8
666,2.0,5997000,4899.509803921569,0,148,Banglore,JP Nagar Phase 8
667,3.0,6654000,4899.852724594993,0,148,Banglore,JP Nagar Phase 8
668,2.0,5987000,4899.345335515548,0,148,Banglore,JP Nagar Phase 8
669,3.0,7006999,4899.999300699301,0,148,Banglore,JP Nagar Phase 8
670,1.0,3567000,4899.725274725275,0,148,Banglore,JP Nagar Phase 8
671,2.0,6051000,4899.595141700405,0,148,Banglore,JP Nagar Phase 8
672,3.0,7026000,4899.581589958159,0,148,Banglore,JP Nagar Phase 8
673,2.0,5938000,4899.339933993399,0,148,Banglore,JP Nagar Phase 8
674,2.0,6237000,4899.450117831893,0,148,Banglore,JP Nagar Phase 8
675,2.0,5978000,4900.0,0,148,Banglore,JP Nagar Phase 8
676,2.0,5620000,4899.738448125545,0,148,Banglore,JP Nagar Phase 8
677,2.0,6149000,4899.601593625498,0,148,Banglore,JP Nagar Phase 8
678,3.0,7193000,4899.863760217983,0,148,Banglore,JP Nagar Phase 8
679,2.0,6193000,4899.525316455696,0,148,Banglore,JP Nagar Phase 8
680,3.0,9369000,5400.0,0,19,Banglore,Anjanapura
681,3.0,8073000,5400.0,0,19,Banglore,Anjanapura
682,3.0,9180000,5400.0,0,19,Banglore,Anjanapura
683,3.0,7028000,4880.555555555556,0,120,Banglore,Gottigere
684,2.0,6148000,4938.152610441767,0,120,Banglore,Gottigere
685,3.0,7344000,4863.576158940397,0,120,Banglore,Gottigere
686,2.0,6419000,4918.773946360153,0,120,Banglore,Gottigere
687,2.0,5584000,4985.714285714285,0,120,Banglore,Gottigere
688,3.0,6374000,4922.007722007722,0,120,Banglore,Gottigere
689,2.0,6058000,4945.306122448979,0,120,Banglore,Gottigere
690,3.0,6983000,4883.216783216783,0,120,Banglore,Gottigere
691,2.0,6396000,4920.0,0,120,Banglore,Gottigere
692,3.0,7163000,4872.789115646258,0,120,Banglore,Gottigere
693,2.0,6283000,4927.843137254902,0,120,Banglore,Gottigere
694,3.0,6893000,4888.652482269504,0,120,Banglore,Gottigere
695,2.0,5674000,4977.19298245614,0,120,Banglore,Gottigere
696,3.0,6915000,4886.925795053004,0,120,Banglore,Gottigere
697,3.0,7095999,4876.975257731959,0,120,Banglore,Gottigere
698,3.0,7389000,4861.184210526316,0,120,Banglore,Gottigere
699,2.0,6216000,4933.333333333333,0,120,Banglore,Gottigere
700,3.0,7412000,4860.327868852459,0,120,Banglore,Gottigere
701,2.0,5606000,4983.111111111111,0,120,Banglore,Gottigere
702,2.0,6193000,4934.661354581674,0,120,Banglore,Gottigere
703,2.0,5651000,4978.854625550661,0,120,Banglore,Gottigere
704,3.0,35500000,12091.280653950953,0,102,Banglore,Electronic City Phase 1
705,3.0,11399999,7138.383844708829,0,137,Banglore,Hosa Road
706,3.0,10800000,7133.421400264201,0,137,Banglore,Hosa Road
707,2.0,10200000,7127.882599580713,0,137,Banglore,Hosa Road
708,2.0,9800000,7179.48717948718,0,137,Banglore,Hosa Road
709,2.0,7900000,6556.016597510374,0,419,Banglore,Varthur
710,2.0,6570000,6524.329692154915,0,419,Banglore,Varthur
711,3.0,22799999,10164.957200178333,0,416,Banglore,Uttarahalli
712,3.0,21200000,10336.421257922964,0,416,Banglore,Uttarahalli
716,3.0,4732000,3598.4790874524715,0,322,Banglore,Sarjapur
717,2.0,4750000,3598.4848484848485,0,322,Banglore,Sarjapur
718,2.0,4498000,3598.4,0,322,Banglore,Sarjapur
719,3.0,4870000,3775.1937984496126,0,322,Banglore,Sarjapur
720,2.0,4642000,3598.4496124031007,0,322,Banglore,Sarjapur
721,3.0,4912000,3598.5347985347985,0,322,Banglore,Sarjapur
722,3.0,5398000,3598.6666666666665,0,322,Banglore,Sarjapur
723,2.0,4318000,3598.3333333333335,0,322,Banglore,Sarjapur
724,3.0,3010000,2800.0,0,24,Banglore,Attibele
725,2.0,2436000,2800.0,0,24,Banglore,Attibele
726,2.0,2800000,2800.0,0,24,Banglore,Attibele
727,3.0,3388000,2800.0,0,24,Banglore,Attibele
728,2.0,2520000,2800.0,0,24,Banglore,Attibele
729,3.0,10800000,6189.111747851003,0,50,Banglore,Begur
730,2.0,8868000,6258.292166549048,0,50,Banglore,Begur
731,3.0,11399999,6284.453693495038,0,50,Banglore,Begur
732,2.0,9366000,6231.536926147704,0,50,Banglore,Begur
733,3.0,11200000,6174.2006615215,0,149,Banglore,JP Nagar Phase 9
734,3.0,9888000,6199.373040752351,0,149,Banglore,JP Nagar Phase 9
735,3.0,10800000,6139.8521887436045,0,149,Banglore,JP Nagar Phase 9
736,3.0,25500000,13866.231647634584,0,199,Banglore,Koramangala
737,4.0,34000000,13815.522145469322,0,199,Banglore,Koramangala
738,2.0,17500000,14011.20896717374,0,199,Banglore,Koramangala
739,4.0,34500000,13783.459848182181,0,199,Banglore,Koramangala
740,2.0,19500000,14079.42238267148,0,199,Banglore,Koramangala
746,4.0,26000000,7738.0952380952385,0,142,Banglore,ITPL
747,3.0,18600000,8416.28959276018,0,142,Banglore,ITPL
748,3.0,17300000,8963.730569948186,0,142,Banglore,ITPL
749,3.0,17100000,9047.619047619048,0,142,Banglore,ITPL
750,2.0,11800000,8872.180451127819,0,142,Banglore,ITPL
751,4.0,66900000,14543.478260869566,0,130,Banglore,Hebbal
752,5.0,170600000,20477.733765454326,0,130,Banglore,Hebbal
753,5.0,182300000,20478.54414738261,0,130,Banglore,Hebbal
754,5.0,74300000,14534.428794992175,0,130,Banglore,Hebbal
762,4.0,64000000,14545.454545454546,0,130,Banglore,Hebbal
763,3.0,61100000,14547.619047619048,0,130,Banglore,Hebbal
764,5.0,198600000,20474.22680412371,0,130,Banglore,Hebbal
765,3.0,53400000,14550.40871934605,0,130,Banglore,Hebbal
766,5.0,202700000,20474.747474747473,0,130,Banglore,Hebbal
767,5.0,170000000,20481.927710843374,0,130,Banglore,Hebbal
768,4.0,157700000,20480.51948051948,0,130,Banglore,Hebbal
769,3.0,56700000,14549.653579676675,0,130,Banglore,Hebbal
770,3.0,6594000,4200.0,0,102,Banglore,Electronic City Phase 1
771,3.0,5922000,4200.0,0,102,Banglore,Electronic City Phase 1
772,3.0,6636000,4200.0,0,102,Banglore,Electronic City Phase 1
773,3.0,6762000,4200.0,0,102,Banglore,Electronic City Phase 1
774,2.0,5019000,4200.0,0,102,Banglore,Electronic City Phase 1
775,3.0,6678000,4200.0,0,102,Banglore,Electronic City Phase 1
776,3.0,6720000,4200.0,0,102,Banglore,Electronic City Phase 1
777,2.0,5040000,4200.0,0,102,Banglore,Electronic City Phase 1
778,3.0,6573000,4200.0,0,102,Banglore,Electronic City Phase 1
779,3.0,8353000,5099.511599511599,0,246,Banglore,Nagarbhavi
780,3.0,8078000,5099.747474747474,0,246,Banglore,Nagarbhavi
781,2.0,6568000,5099.378881987577,0,246,Banglore,Nagarbhavi
782,3.0,7756999,5099.933596318212,0,246,Banglore,Nagarbhavi
783,3.0,7252000,5099.8593530239095,0,246,Banglore,Nagarbhavi
784,3.0,6970999,5099.487198244331,0,246,Banglore,Nagarbhavi
785,4.0,19500000,7508.6638428956485,0,128,Banglore,Harlur
786,3.0,6331000,4375.2591568762955,0,103,Banglore,Electronic City Phase 2
787,4.0,18500000,7201.24562086415,0,128,Banglore,Harlur
788,3.0,9730000,4384.858044164038,0,103,Banglore,Electronic City Phase 2
789,3.0,6641000,4354.754098360656,0,103,Banglore,Electronic City Phase 2
790,3.0,7520999,4354.950202663578,0,103,Banglore,Electronic City Phase 2
791,2.0,11100000,8712.715855572998,0,194,Banglore,Konanakunte
792,3.0,14200000,8942.06549118388,0,194,Banglore,Konanakunte
793,2.0,5739000,4414.615384615385,0,103,Banglore,Electronic City Phase 2
794,2.0,10500000,8720.93023255814,0,194,Banglore,Konanakunte
795,3.0,6667000,4354.670150228609,0,103,Banglore,Electronic City Phase 2
796,3.0,19100000,8925.233644859813,0,194,Banglore,Konanakunte
797,2.0,7177000,5219.636363636364,0,19,Banglore,Anjanapura
798,2.0,6831999,5219.2505729564555,0,19,Banglore,Anjanapura
799,2.0,6138000,5219.3877551020405,0,19,Banglore,Anjanapura
800,2.0,7151000,5219.708029197081,0,19,Banglore,Anjanapura
801,3.0,9620000,5219.750406945198,0,19,Banglore,Anjanapura
802,2.0,6890000,5219.69696969697,0,19,Banglore,Anjanapura
803,3.0,9610000,5219.989136338946,0,19,Banglore,Anjanapura
804,3.0,10100000,5179.48717948718,0,19,Banglore,Anjanapura
805,3.0,8137000,5219.371391917896,0,19,Banglore,Anjanapura
806,3.0,7819000,5219.626168224299,0,19,Banglore,Anjanapura
807,3.0,9396000,5220.0,0,19,Banglore,Anjanapura
808,3.0,8712000,5219.892150988616,0,19,Banglore,Anjanapura
809,2.0,6994000,5219.4029850746265,0,19,Banglore,Anjanapura
810,2.0,6989000,5219.566840926064,0,19,Banglore,Anjanapura
811,3.0,8649000,5219.674109837055,0,19,Banglore,Anjanapura
812,3.0,9709000,5219.89247311828,0,19,Banglore,Anjanapura
813,3.0,8665000,5219.879518072289,0,19,Banglore,Anjanapura
814,3.0,9385000,5219.688542825362,0,19,Banglore,Anjanapura
815,2.0,6953000,5219.96996996997,0,19,Banglore,Anjanapura
816,3.0,8691000,5219.81981981982,0,19,Banglore,Anjanapura
817,2.0,5070000,5422.459893048128,0,67,Banglore,Budigere Cross
818,3.0,6183000,4580.0,0,67,Banglore,Budigere Cross
819,3.0,6183000,4580.0,0,67,Banglore,Budigere Cross
820,2.0,5610000,4579.591836734694,0,67,Banglore,Budigere Cross
821,2.0,5610000,4579.591836734694,0,67,Banglore,Budigere Cross
822,2.0,9500000,7480.314960629921,0,128,Banglore,Harlur
823,3.0,12500000,8064.5161290322585,0,128,Banglore,Harlur
824,3.0,12000000,7741.935483870968,0,128,Banglore,Harlur
825,3.0,10400000,7123.287671232877,0,128,Banglore,Harlur
826,3.0,13500000,7377.049180327869,0,128,Banglore,Harlur
828,2.0,8216000,5600.54533060668,0,128,Banglore,Harlur
829,3.0,11600000,5611.9980648282535,0,128,Banglore,Harlur
830,3.0,10100000,5586.283185840708,0,128,Banglore,Harlur
831,3.0,8864000,8169.585253456221,0,128,Banglore,Harlur
832,3.0,8019000,7637.142857142857,0,128,Banglore,Harlur
833,3.0,64000000,23088.02308802309,0,309,Banglore,Richmond Town
836,2.0,5380000,4286.852589641434,0,301,Banglore,RR Nagar
846,2.0,8000000,6324.110671936759,0,102,Banglore,Electronic City Phase 1
852,2.0,6950000,4992.816091954023,0,26,Banglore,Avalahalli Off Sarjapur Road
853,3.0,6711000,5084.090909090909,0,26,Banglore,Avalahalli Off Sarjapur Road
854,1.0,4209000,5459.1439688715955,0,26,Banglore,Avalahalli Off Sarjapur Road
855,2.0,5478000,4856.382978723404,0,26,Banglore,Avalahalli Off Sarjapur Road
856,1.0,3267000,5751.760563380281,0,26,Banglore,Avalahalli Off Sarjapur Road
857,4.0,11100000,4997.748761819001,0,26,Banglore,Avalahalli Off Sarjapur Road
858,2.0,6731000,5308.359621451104,0,26,Banglore,Avalahalli Off Sarjapur Road
859,2.0,6385000,5019.654088050314,0,26,Banglore,Avalahalli Off Sarjapur Road
860,4.0,10800000,5030.274802049371,0,26,Banglore,Avalahalli Off Sarjapur Road
861,2.0,9278000,7276.862745098039,0,60,Banglore,Bommanahalli
862,3.0,9859000,7249.264705882353,0,60,Banglore,Bommanahalli
863,3.0,14800000,5657.492354740061,0,87,Banglore,Devanahalli
864,3.0,7400000,5593.348450491308,0,87,Banglore,Devanahalli
865,2.0,7200000,5965.202982601491,0,87,Banglore,Devanahalli
866,2.0,4500000,5681.818181818182,0,87,Banglore,Devanahalli
867,2.0,4553000,5691.25,0,87,Banglore,Devanahalli
868,3.0,21500000,7224.462365591397,0,138,Banglore,Hulimavu
869,3.0,21300000,7304.526748971193,0,138,Banglore,Hulimavu
870,3.0,16200000,7187.222715173026,0,138,Banglore,Hulimavu
871,3.0,16000000,7233.273056057867,0,138,Banglore,Hulimavu
872,3.0,16000000,7233.273056057867,0,138,Banglore,Hulimavu
873,2.0,4518000,5683.018867924528,0,87,Banglore,Devanahalli
874,4.0,28800000,7267.221801665405,0,138,Banglore,Hulimavu
875,4.0,28500000,7324.5952197378565,0,138,Banglore,Hulimavu
876,4.0,11299999,5183.485779816514,0,50,Banglore,Begur
877,4.0,11299999,5183.485779816514,0,50,Banglore,Begur
878,4.0,9516000,5200.0,0,50,Banglore,Begur
879,3.0,10100000,5153.061224489796,0,50,Banglore,Begur
880,3.0,7331999,5199.999290780142,0,50,Banglore,Begur
881,2.0,9802000,5200.0,0,50,Banglore,Begur
882,2.0,6526000,5200.0,0,50,Banglore,Begur
883,2.0,6526000,5200.0,0,50,Banglore,Begur
884,3.0,11000000,6094.182825484764,0,50,Banglore,Begur
885,3.0,11000000,6094.182825484764,0,50,Banglore,Begur
886,2.0,7200000,5965.202982601491,0,87,Banglore,Devanahalli
887,2.0,6100000,5848.513902205177,0,87,Banglore,Devanahalli
888,3.0,24300000,9481.076863051112,0,146,Banglore,JP Nagar Phase 4
889,3.0,24100000,9503.154574132492,0,146,Banglore,JP Nagar Phase 4
890,3.0,23600000,9508.46091861402,0,146,Banglore,JP Nagar Phase 4
891,3.0,11600000,7182.66253869969,0,60,Banglore,Bommanahalli
892,3.0,20900000,9500.0,0,146,Banglore,JP Nagar Phase 4
893,4.0,41200000,9501.845018450185,0,146,Banglore,JP Nagar Phase 4
894,4.0,40599999,9501.520945471566,0,146,Banglore,JP Nagar Phase 4
895,4.0,38400000,9490.85516559565,0,146,Banglore,JP Nagar Phase 4
896,4.0,33800000,9486.38787538591,0,146,Banglore,JP Nagar Phase 4
897,4.0,32900000,9500.433150447589,0,146,Banglore,JP Nagar Phase 4
898,4.0,25700000,9518.518518518518,0,146,Banglore,JP Nagar Phase 4
899,2.0,9278000,7276.862745098039,0,60,Banglore,Bommanahalli
900,3.0,7200000,6557.377049180328,0,87,Banglore,Devanahalli
901,4.0,28100000,7332.985386221294,0,138,Banglore,Hulimavu
902,4.0,21500000,7431.731766332527,0,138,Banglore,Hulimavu
903,3.0,13600000,7013.924703455389,0,130,Banglore,Hebbal
904,3.0,11399999,7002.4563882063885,0,130,Banglore,Hebbal
905,4.0,21500000,7431.731766332527,0,138,Banglore,Hulimavu
906,4.0,21000000,7433.628318584071,0,138,Banglore,Hulimavu
907,3.0,22000000,7227.332457293035,0,138,Banglore,Hulimavu
908,3.0,11600000,7182.66253869969,0,60,Banglore,Bommanahalli
909,3.0,20900000,9500.0,0,146,Banglore,JP Nagar Phase 4
910,3.0,11500000,7791.327913279133,0,50,Banglore,Begur
911,3.0,12500000,8185.985592665357,0,50,Banglore,Begur
912,3.0,10500000,8300.395256916996,0,50,Banglore,Begur
913,3.0,10900000,7194.7194719471945,0,60,Banglore,Bommanahalli
914,2.0,6000000,6382.978723404255,0,87,Banglore,Devanahalli
915,4.0,28100000,7332.985386221294,0,138,Banglore,Hulimavu
916,4.0,21500000,7431.731766332527,0,138,Banglore,Hulimavu
917,1.0,5000000,4587.155963302752,0,87,Banglore,Devanahalli
918,1.0,4800000,4705.882352941177,0,87,Banglore,Devanahalli
919,3.0,23200000,9519.901518260156,0,146,Banglore,JP Nagar Phase 4
920,3.0,11800000,6994.665085951393,0,130,Banglore,Hebbal
921,3.0,12000000,7009.345794392523,0,130,Banglore,Hebbal
922,3.0,12700000,7008.830022075055,0,130,Banglore,Hebbal
923,3.0,13400000,7012.035583464155,0,130,Banglore,Hebbal
926,3.0,9700000,6237.942122186495,0,102,Banglore,Electronic City Phase 1
927,3.0,9300000,6275.3036437246965,0,102,Banglore,Electronic City Phase 1
929,2.0,7706000,5600.290697674419,0,128,Banglore,Harlur
930,3.0,12300000,5585.8310626703,0,128,Banglore,Harlur
931,3.0,9400000,6143.7908496732025,0,67,Banglore,Budigere Cross
932,3.0,8600000,6125.356125356126,0,67,Banglore,Budigere Cross
933,2.0,7200000,6222.990492653414,0,67,Banglore,Budigere Cross
934,3.0,9800000,6261.9808306709265,0,102,Banglore,Electronic City Phase 1
935,2.0,7900000,6294.820717131474,0,102,Banglore,Electronic City Phase 1
936,2.0,4340000,3500.0,0,383,Banglore,Singasandra
937,2.0,4147000,3499.57805907173,0,383,Banglore,Singasandra
938,2.0,3920000,3500.0,0,383,Banglore,Singasandra
939,2.0,2940000,3500.0,0,383,Banglore,Singasandra
940,2.0,4602000,3499.619771863118,0,383,Banglore,Singasandra
941,2.0,4532000,3499.6138996139,0,383,Banglore,Singasandra
942,2.0,4322000,3499.595141700405,0,383,Banglore,Singasandra
943,1.0,2660000,3500.0,0,383,Banglore,Singasandra
944,3.0,5617000,3499.6884735202493,0,383,Banglore,Singasandra
945,2.0,3220000,3500.0,0,383,Banglore,Singasandra
946,1.0,2310000,3500.0,0,383,Banglore,Singasandra
947,2.0,4270000,3500.0,0,383,Banglore,Singasandra
948,1.0,2835000,3500.0,0,383,Banglore,Singasandra
961,4.0,61300000,10946.42857142857,0,147,Banglore,JP Nagar Phase 6
962,4.0,57500000,10954.467517622405,0,147,Banglore,JP Nagar Phase 6
963,4.0,48700000,10946.280062935492,0,147,Banglore,JP Nagar Phase 6
964,3.0,30900000,9958.105059619722,0,147,Banglore,JP Nagar Phase 6
965,3.0,30600000,9944.75138121547,0,147,Banglore,JP Nagar Phase 6
966,3.0,27000000,9959.424566580597,0,147,Banglore,JP Nagar Phase 6
967,3.0,26600000,9958.816922500935,0,147,Banglore,JP Nagar Phase 6
968,2.0,5550000,4440.0,0,426,Banglore,Vidyaranyapura
969,2.0,4500000,4446.640316205534,0,426,Banglore,Vidyaranyapura
970,3.0,25400000,13811.854268624253,0,199,Banglore,Koramangala
971,2.0,19300000,13935.018050541516,0,199,Banglore,Koramangala
972,3.0,13899999,8564.386321626618,0,319,Banglore,Sanjaynagar
973,4.0,29600000,6986.075053103611,0,444,Banglore,Yelahanka
974,3.0,19500000,6976.7441860465115,0,444,Banglore,Yelahanka
975,2.0,7500000,5891.594658287509,0,444,Banglore,Yelahanka
976,4.0,33900000,13774.888256806176,0,199,Banglore,Koramangala
977,3.0,25400000,13811.854268624253,0,199,Banglore,Koramangala
978,2.0,17400000,13931.144915932746,0,199,Banglore,Koramangala
979,2.0,11800000,8563.134978229318,0,319,Banglore,Sanjaynagar
980,2.0,10000000,8554.31993156544,0,319,Banglore,Sanjaynagar
981,4.0,21800000,6982.703395259449,0,444,Banglore,Yelahanka
982,3.0,9900000,5806.451612903225,0,444,Banglore,Yelahanka
984,3.0,14300000,7997.7628635346755,0,68,Banglore,CV Raman Nagar
995,4.0,23100000,7118.64406779661,0,103,Banglore,Electronic City Phase 2
996,4.0,13700000,6372.093023255814,0,103,Banglore,Electronic City Phase 2
997,3.0,11000000,6918.238993710692,0,103,Banglore,Electronic City Phase 2
998,3.0,10300000,6866.666666666667,0,103,Banglore,Electronic City Phase 2
999,2.0,9500000,6713.780918727915,0,103,Banglore,Electronic City Phase 2
