,Area,Location,No. of Bedrooms,City,price_lack
4336,675,Jamia Nagar,2.0,Delhi,2500000
4337,675,Jamia Nagar,2.0,Delhi,2500000
4338,675,Jamia Nagar,2.0,Delhi,2500000
4339,855,Jamia Nagar,3.0,Delhi,3600000
4340,675,Jamia Nagar,2.0,Delhi,3400000
4341,855,Jamia Nagar,3.0,Delhi,3600000
4342,675,Jamia Nagar,2.0,Delhi,3400000
4343,700,Jamia Nagar,2.0,Delhi,2500000
4344,1000,Jamia Nagar,3.0,Delhi,5000000
4345,540,Jamia Nagar,2.0,Delhi,2500000
4346,855,Jamia Nagar,3.0,Delhi,3600000
4347,855,Jamia Nagar,3.0,Delhi,4100000
4348,1050,Jamia Nagar,3.0,Delhi,3000000
4349,1700,Jamia Nagar,4.0,Delhi,16000000
4350,855,Jamia Nagar,3.0,Delhi,3600000
4351,900,Jamia Nagar,3.0,Delhi,3900000
4352,630,Jamia Nagar,2.0,Delhi,2750000
4353,900,Jamia Nagar,3.0,Delhi,3700000
4354,675,Jamia Nagar,3.0,Delhi,3500000
4355,585,Jamia Nagar,2.0,Delhi,2200000
4356,800,Jamia Nagar,3.0,Delhi,2600000
4357,675,Jamia Nagar,2.0,Delhi,2500000
4358,900,Jamia Nagar,3.0,Delhi,3900000
4359,980,Jamia Nagar,2.0,Delhi,2500000
4360,540,Jamia Nagar,2.0,Delhi,2500000
4361,675,Jamia Nagar,2.0,Delhi,3600000
4362,675,Jamia Nagar,2.0,Delhi,2500000
4363,675,Jamia Nagar,2.0,Delhi,2500000
4364,675,Jamia Nagar,2.0,Delhi,2500000
4365,855,Jamia Nagar,3.0,Delhi,3600000
4366,675,Jamia Nagar,2.0,Delhi,3400000
4367,855,Jamia Nagar,3.0,Delhi,3600000
4368,675,Jamia Nagar,2.0,Delhi,3400000
4369,900,Jamia Nagar,3.0,Delhi,3900000
4370,855,Jamia Nagar,3.0,Delhi,3600000
4371,500,Jamia Nagar,2.0,Delhi,2500000
4372,675,Jamia Nagar,2.0,Delhi,3400000
4373,400,Sector 24 Rohini,1.0,Delhi,2500000
4374,650,Sector 24 Rohini,2.0,Delhi,4000000
4375,800,Sector 24 Rohini,3.0,Delhi,6200000
4376,540,Uttam Nagar,2.0,Delhi,2700000
4377,900,Uttam Nagar,3.0,Delhi,3800000
4378,1100,Uttam Nagar,4.0,Delhi,6200000
4379,675,Uttam Nagar,3.0,Delhi,3200000
4380,1100,Uttam Nagar,3.0,Delhi,5700000
4381,1200,Uttam Nagar,4.0,Delhi,6500000
4382,500,Uttam Nagar,2.0,Delhi,19000000
4383,810,Uttam Nagar,3.0,Delhi,3600000
4384,580,Uttam Nagar,2.0,Delhi,3200000
4385,1850,Sector 12 Dwarka,3.0,Delhi,17000000
4386,2000,Sector 6 Dwarka,3.0,Delhi,13500000
4387,1900,Sector 19 Dwarka,3.0,Delhi,14800000
4388,1500,Sector 6 Dwarka,3.0,Delhi,14800000
4389,2350,Sector 7 Dwarka,3.0,Delhi,17000000
4390,3000,Sector 12 Dwarka,4.0,Delhi,29500000
4391,1950,Sector 22 Dwarka,3.0,Delhi,16500000
4392,1900,Sector 18A Dwarka,3.0,Delhi,16000000
4393,1900,Sector 22 Dwarka,3.0,Delhi,16500000
4394,1900,Sector 13 Dwarka,3.0,Delhi,16000000
4395,540,Dwarka Mor,2.0,Delhi,2700000
4396,900,Dwarka Mor,3.0,Delhi,3800000
4397,1100,Dwarka Mor,4.0,Delhi,5700000
4398,675,Dwarka Mor,3.0,Delhi,2900000
4399,1100,Dwarka Mor,3.0,Delhi,6200000
4400,1200,Dwarka Mor,4.0,Delhi,6500000
4401,810,Dwarka Mor,3.0,Delhi,3600000
4402,580,Dwarka Mor,2.0,Delhi,3200000
4403,1900,Sector 23 Dwarka,3.0,Delhi,17500000
4404,1900,Sector 6 Dwarka,3.0,Delhi,16500000
4405,2050,Sector 12 Dwarka,3.0,Delhi,15500000
4406,1850,Sector 12 Dwarka,3.0,Delhi,12900000
4407,2000,Sector 4 Dwarka,3.0,Delhi,17000000
4408,3000,Sector 12 Dwarka,4.0,Delhi,25000000
4409,1800,Sector 12 Dwarka,3.0,Delhi,15000000
4410,2100,Sector 9 Dwarka,3.0,Delhi,16000000
4411,1750,Sector 3 Dwarka,3.0,Delhi,14500000
4412,1900,Sector 11 Dwarka,3.0,Delhi,12800000
4413,1800,Sector 6 Dwarka,3.0,Delhi,14000000
4414,3500,Sector 19 Dwarka,4.0,Delhi,33500000
4415,1800,Sector 12 Dwarka,3.0,Delhi,15000000
4416,1800,Sector 19 Dwarka,3.0,Delhi,16000000
4417,1880,Sector 13 Dwarka,3.0,Delhi,14900000
4418,2250,Sector 2 Dwarka,3.0,Delhi,16500000
4419,2000,Sector 19 Dwarka,3.0,Delhi,16500000
4420,2600,Sector 12 Dwarka,4.0,Delhi,29000000
4421,2000,Sector 3 Dwarka,3.0,Delhi,14500000
4422,1900,Sector 6 Dwarka,3.0,Delhi,15500000
4423,1800,Sector 12 Dwarka,3.0,Delhi,16299999
4424,2800,Sector 6 Dwarka,4.0,Delhi,25500000
4425,2600,Sector 6 Dwarka,4.0,Delhi,25600000
4426,2500,Sector 11 Dwarka,4.0,Delhi,17500000
4427,3500,Sector 12 Dwarka,5.0,Delhi,29500000
4428,2250,Sector 4 Dwarka,4.0,Delhi,18000000
4429,2000,Sector 22 Dwarka,3.0,Delhi,16500000
4430,2000,Sector 10 Dwarka,3.0,Delhi,15800000
4431,2200,Sector 12 Dwarka,4.0,Delhi,15800000
4432,1900,Sector-18 Dwarka,3.0,Delhi,13500000
4433,2000,Sector 5 Dwarka,4.0,Delhi,15000000
4434,1800,Sector 12 Dwarka,3.0,Delhi,14500000
4435,1900,Sector 13 Dwarka,3.0,Delhi,15000000
4436,2000,Sector 23 Dwarka,3.0,Delhi,14500000
4437,2100,Sector 6 Dwarka,3.0,Delhi,17900000
4438,2000,Sector 10 Dwarka,3.0,Delhi,16000000
4439,2000,Sector 12 Dwarka,3.0,Delhi,17000000
4440,2000,Sector 19 Dwarka,3.0,Delhi,14500000
4441,2000,Sector-18 Dwarka,4.0,Delhi,20000000
4442,1800,Sector 12 Dwarka,3.0,Delhi,15500000
4443,2000,Sector 12 Dwarka,3.0,Delhi,15000000
4444,2000,Sector 18A Dwarka,3.0,Delhi,14500000
4445,2000,Sector 11 Dwarka,3.0,Delhi,15500000
4446,1950,Sector 23 Dwarka,3.0,Delhi,16000000
4447,2000,Sector 10 Dwarka,3.0,Delhi,14500000
4448,2000,Sector 13 Dwarka,3.0,Delhi,13500000
4449,1950,Sector 12 Dwarka,3.0,Delhi,15600000
4450,2500,Sector 23 Dwarka,3.0,Delhi,17000000
4451,1900,Sector 6 Dwarka,3.0,Delhi,15500000
4452,2000,Sector 22 Dwarka,3.0,Delhi,15500000
4453,1850,Sector 22 Dwarka,3.0,Delhi,15500000
4454,1950,Sector 6 Dwarka,3.0,Delhi,15000000
4455,2000,Sector 11 Dwarka,3.0,Delhi,19500000
4456,2000,Sector 11 Dwarka,3.0,Delhi,19800000
4457,2000,Sector 12 Dwarka,3.0,Delhi,15500000
4458,2500,Sector 4 Dwarka,4.0,Delhi,19000000
4459,1800,Sector 6 Dwarka,3.0,Delhi,15000000
4460,1800,Sector 10 Dwarka,3.0,Delhi,14500000
4461,1800,Sector 11 Dwarka,3.0,Delhi,14500000
4462,2400,Sector 19 Dwarka,4.0,Delhi,22500000
4463,1800,Sector 6 Dwarka,3.0,Delhi,15000000
4464,1600,Sector 13 Dwarka,3.0,Delhi,14000000
4465,1800,Sector 10 Dwarka,3.0,Delhi,16500000
4466,1750,Sector 4 Dwarka,3.0,Delhi,15000000
4467,1800,Sector-18 Dwarka,3.0,Delhi,16000000
4468,4200,Sector 12 Dwarka,5.0,Delhi,29800000
4469,2000,Sector 11 Dwarka,3.0,Delhi,19800000
4470,2000,Sector 7 Dwarka,3.0,Delhi,18500000
4471,2000,Sector 11 Dwarka,3.0,Delhi,19800000
4472,2000,Sector 23 Dwarka,4.0,Delhi,25500000
4473,1950,Sector 4 Dwarka,4.0,Delhi,20500000
4474,650,Dwarka Mor,2.0,Delhi,2351000
4475,550,Mansa Ram Park,2.0,Delhi,2451000
4476,900,Sewak Park,3.0,Delhi,5500000
4477,900,Uttam Nagar,3.0,Delhi,3621000
4478,1800,Sector 3 Dwarka,3.0,Delhi,15400000
4479,1500,Sector 4 Dwarka,3.0,Delhi,14000000
4480,1300,Sector 19 Dwarka,2.0,Delhi,12500000
4481,1300,Sector 19 Dwarka,2.0,Delhi,12500000
4482,1900,Sector 23B Dwarka,3.0,Delhi,17500000
4483,1900,Sector 23B Dwarka,3.0,Delhi,16500000
4484,1500,Sector 3 Dwarka,3.0,Delhi,13799999
4485,1700,Sector-18 Dwarka,3.0,Delhi,14000000
4486,1600,Sector 11 Dwarka,3.0,Delhi,14800000
4487,2000,Sector 19 Dwarka,4.0,Delhi,22500000
4488,2300,Sector 5 Dwarka,4.0,Delhi,21500000
4489,1700,Sector 6 Dwarka,3.0,Delhi,17500000
4490,1500,Sector 12 Dwarka,3.0,Delhi,12500000
4491,650,Dwarka Mor,2.0,Delhi,2451000
4492,415,Sector 23 Dwarka,1.0,Delhi,3325000
4493,900,Dwarka Mor,2.0,Delhi,4200000
4494,1250,Dwarka Mor,4.0,Delhi,6500000
4495,680,Dwarka Mor,3.0,Delhi,3000000
4496,1200,Dwarka Mor,3.0,Delhi,7000000
4497,850,Dwarka Mor,3.0,Delhi,5000000
4498,800,Dwarka Mor,3.0,Delhi,4500000
4499,550,Dwarka Mor,2.0,Delhi,2700000
4500,950,Uttam Nagar,3.0,Delhi,5000000
4501,1000,Uttam Nagar,3.0,Delhi,4575000
4502,1700,Sector 10 Dwarka,3.0,Delhi,16000000
4503,900,Uttam Nagar,3.0,Delhi,5150000
4504,1450,Uttam Nagar,4.0,Delhi,9200000
4505,1080,Dwarka Mor,3.0,Delhi,7000000
4506,500,Dwarka Mor,2.0,Delhi,2800000
4507,450,Dwarka Mor,2.0,Delhi,2200000
4508,675,Dwarka Mor,3.0,Delhi,3700000
4509,1485,Dwarka Mor,4.0,Delhi,10000000
4510,875,Dwarka Mor,3.0,Delhi,4700000
4511,1080,Dwarka Mor,4.0,Delhi,7000000
4512,750,Dwarka Mor,3.0,Delhi,4100000
4513,600,Dwarka Mor,2.0,Delhi,3500000
4514,480,Dwarka Mor,1.0,Delhi,2300000
4515,850,Uttam Nagar,3.0,Delhi,4242000
4516,1300,Sector 19 Dwarka,2.0,Delhi,12200000
4517,1300,Sector 3 Dwarka,2.0,Delhi,11500000
4518,1350,Rohini sector 24,3.0,Delhi,12400000
4519,900,Palam,3.0,Delhi,5100000
4520,850,Uttam Nagar,3.0,Delhi,3500000
4521,1000,Sector 13 Rohini,2.0,Delhi,11000000
4522,450,Sector 28 Rohini,1.0,Delhi,2500000
4523,850,Rohini Sector 9,2.0,Delhi,12500000
4524,650,Uttam Nagar,2.0,Delhi,2800000
4525,900,Uttam Nagar,3.0,Delhi,5100000
4526,650,Uttam Nagar,2.0,Delhi,2751000
4527,675,Bindapur,3.0,Delhi,3800000
4528,500,Sector 24 Rohini,2.0,Delhi,4000000
4529,400,Sector 24 Rohini,1.0,Delhi,3400000
4530,350,Sector 24 Rohini,1.0,Delhi,2699000
4531,650,Sector 24 Rohini,2.0,Delhi,4600000
4532,1125,Sector 23 Rohini,3.0,Delhi,11500000
4533,1375,Rohini Extension,3.0,Delhi,11500000
4534,650,Uttam Nagar,2.0,Delhi,3200000
4535,2200,Sector 5 Dwarka,4.0,Delhi,21000000
4536,1650,Sector 22 Dwarka,3.0,Delhi,17300000
4537,980,Vasant Kunj,2.0,Delhi,10500000
4538,1600,Sector 22 Dwarka,3.0,Delhi,14800000
4539,1600,Sector 22 Dwarka,3.0,Delhi,14800000
4540,850,Uttam Nagar,3.0,Delhi,4200000
4541,820,Uttam Nagar,3.0,Delhi,4700000
4542,525,Uttam Nagar,2.0,Delhi,2399000
4543,1350,Uttam Nagar,3.0,Delhi,7500000
4544,850,Uttam Nagar,3.0,Delhi,4199000
4545,625,Uttam Nagar,2.0,Delhi,2700000
4546,750,Uttam Nagar,2.0,Delhi,3500000
4547,1250,Sector 3 Dwarka,2.0,Delhi,10500000
4548,1700,Sector 18A Dwarka,3.0,Delhi,16000000
4549,1600,Sector 4 Dwarka,3.0,Delhi,14500000
4550,1300,Sector 19 Dwarka,2.0,Delhi,12500000
4551,1300,Sector 19 Dwarka,2.0,Delhi,12500000
4552,540,Uttam Nagar,2.0,Delhi,2300000
4553,500,Dwarka Mor,2.0,Delhi,2251000
4554,540,Dwarka Mor,2.0,Delhi,2200000
4555,540,Dwarka Mor,2.0,Delhi,2200000
4556,1200,Sector 7 Dwarka,2.0,Delhi,10500000
4557,2300,Sector 4 Dwarka,4.0,Delhi,20500000
4558,1700,Sector 6 Dwarka,3.0,Delhi,17600000
4559,540,Dwarka Mor,2.0,Delhi,2700000
4560,900,Dwarka Mor,3.0,Delhi,4799000
4561,740,Dwarka Mor,3.0,Delhi,4099000
4562,495,Dwarka Mor,2.0,Delhi,2449000
4563,477,Dwarka Mor,2.0,Delhi,2399000
4564,630,Dwarka Mor,2.0,Delhi,3500000
4565,765,Dwarka Mor,3.0,Delhi,4300000
4566,720,Dwarka Mor,3.0,Delhi,4000000
4567,1080,Dwarka Mor,3.0,Delhi,6500000
4568,450,Dwarka Mor,2.0,Delhi,2200000
4569,855,Dwarka Mor,3.0,Delhi,5800000
4570,990,Dwarka Mor,3.0,Delhi,5200000
4571,810,Dwarka Mor,3.0,Delhi,4699000
4572,585,Dwarka Mor,2.0,Delhi,2999000
4573,720,Dwarka Mor,3.0,Delhi,4199000
4574,495,Dwarka Mor,2.0,Delhi,2550000
4575,585,Dwarka Mor,2.0,Delhi,3099000
4576,900,Bindapur,3.0,Delhi,5500000
4577,1000,Uttam Nagar,2.0,Delhi,4500000
4578,4500,Sector-18 Dwarka,5.0,Delhi,45000000
4579,1600,Sector 6 Dwarka,3.0,Delhi,13000000
4580,2600,Sector 6 Dwarka,4.0,Delhi,24800000
4581,450,Dwarka Mor,2.0,Delhi,2599000
4582,650,Dwarka Mor,2.0,Delhi,2899000
4583,800,Dwarka Mor,3.0,Delhi,4500000
4584,2100,Palam,4.0,Delhi,19500000
4585,1200,Sector 6 Dwarka,2.0,Delhi,11399999
4586,850,Dwarka Mor,3.0,Delhi,4599000
4587,1800,Sector 9 Dwarka,3.0,Delhi,16200000
4588,650,Palam,2.0,Delhi,3500000
4589,450,Shastri Nagar,2.0,Delhi,3600000
4590,450,Shastri Nagar,2.0,Delhi,3800000
4591,450,Shastri Nagar,2.0,Delhi,4200000
4592,450,Shastri Nagar,2.0,Delhi,4000000
4593,450,Shastri Nagar,2.0,Delhi,3600000
4594,900,Shastri Nagar,3.0,Delhi,8200000
4595,800,Shastri Nagar,3.0,Delhi,6500000
4596,800,Shastri Nagar,3.0,Delhi,7000000
4597,800,Shastri Nagar,3.0,Delhi,7000000
4598,450,Shastri Nagar,2.0,Delhi,3800000
4599,450,Shastri Nagar,2.0,Delhi,3600000
4600,750,Shastri Nagar,3.0,Delhi,7000000
4601,900,Shastri Nagar,3.0,Delhi,8200000
4602,850,Dwarka Mor,3.0,Delhi,4599000
4603,4500,Sector-18 Dwarka,5.0,Delhi,45000000
4604,3500,Sector-18 Dwarka,4.0,Delhi,37500000
4605,1600,Sector 6 Dwarka,3.0,Delhi,15800000
4606,650,Sector 9 Dwarka,2.0,Delhi,3500000
4607,720,Dwarka Mor,2.0,Delhi,3399000
4608,450,Dwarka Mor,2.0,Delhi,2349000
4609,990,Dwarka Mor,3.0,Delhi,5999000
4610,675,Dwarka Mor,3.0,Delhi,3199000
4611,765,Dwarka Mor,3.0,Delhi,4099000
4612,1000,Uttam Nagar,3.0,Delhi,4600000
4613,865,Uttam Nagar,3.0,Delhi,3500000
4614,865,Uttam Nagar,3.0,Delhi,3500000
4615,640,Uttam Nagar,2.0,Delhi,2500000
4616,640,Uttam Nagar,2.0,Delhi,2500000
4617,1800,Sector 12 Dwarka,3.0,Delhi,14000000
4618,1800,Sector 12 Dwarka,3.0,Delhi,16000000
4619,1600,Sector 9 Dwarka,3.0,Delhi,16000000
4620,2500,Sector 10 Dwarka,4.0,Delhi,19000000
4621,1750,Sector 5 Dwarka,3.0,Delhi,16000000
4622,2000,Sector 13 Dwarka,4.0,Delhi,18500000
4623,685,Dwarka Mor,2.0,Delhi,2600000
4624,685,Dwarka Mor,2.0,Delhi,2600000
4625,540,Govindpuri,2.0,Delhi,2300000
4626,540,Govindpuri,2.0,Delhi,2500000
4627,520,Govindpuri,2.0,Delhi,2500000
4628,810,Govindpuri,3.0,Delhi,4000000
4629,2500,Sector 19 Dwarka,4.0,Delhi,21100000
4630,865,Uttam Nagar,3.0,Delhi,4100000
4631,865,Uttam Nagar,3.0,Delhi,4100000
4632,550,Uttam Nagar,2.0,Delhi,2500000
4633,550,Uttam Nagar,2.0,Delhi,2500000
4634,865,Uttam Nagar,3.0,Delhi,4100000
4635,650,Sector 9 Dwarka,2.0,Delhi,3500000
4636,850,Sector 9 Dwarka,3.0,Delhi,4600000
4637,658,Dwarka Mor,2.0,Delhi,3000000
4638,1700,Sector 4 Dwarka,3.0,Delhi,14900000
4639,1600,Sector 23 Dwarka,3.0,Delhi,13899999
4640,2000,Sector 11 Dwarka,4.0,Delhi,18000000
4641,1300,Sector 13 Dwarka,3.0,Delhi,12400000
4642,900,nawada,3.0,Delhi,4800000
4643,600,nawada,2.0,Delhi,2600000
4644,900,Dwarka Mor,3.0,Delhi,5200000
4645,820,Dwarka Mor,3.0,Delhi,4200000
4646,1200,Dwarka Mor,3.0,Delhi,6000000
4647,650,Dwarka Mor,2.0,Delhi,3200000
4648,1000,Dwarka Mor,4.0,Delhi,6000000
4649,750,Dwarka Mor,3.0,Delhi,4000000
4650,900,Dwarka Mor,4.0,Delhi,5000000
4651,700,Dwarka Mor,3.0,Delhi,3500000
4652,900,Dwarka Mor,3.0,Delhi,5200000
4653,1200,Dwarka Mor,4.0,Delhi,6500000
4654,820,Dwarka Mor,3.0,Delhi,4200000
4655,630,Dwarka Mor,3.0,Delhi,3300000
4656,1200,Dwarka Mor,3.0,Delhi,6000000
4657,650,Dwarka Mor,2.0,Delhi,3200000
4658,750,Dwarka Mor,3.0,Delhi,4000000
4659,600,Dwarka Mor,2.0,Delhi,2800000
4660,900,Dwarka Mor,4.0,Delhi,5000000
4661,616,Mansa Ram Park,2.0,Delhi,3200000
4662,616,Mansa Ram Park,2.0,Delhi,3200000
4663,505,Mansa Ram Park,2.0,Delhi,2800000
4664,505,Mansa Ram Park,2.0,Delhi,2800000
4665,505,Mansa Ram Park,2.0,Delhi,2700000
4666,900,nawada,3.0,Delhi,5000000
4667,900,nawada,3.0,Delhi,4500000
4668,675,Mansa Ram Park,2.0,Delhi,3400000
4669,810,Burari,3.0,Delhi,4200000
4670,1000,Burari,3.0,Delhi,4200000
4671,1125,Burari,3.0,Delhi,5400000
4672,810,Burari,3.0,Delhi,4200000
4673,675,Burari,2.0,Delhi,3300000
4674,1200,Burari,3.0,Delhi,5600000
4675,630,Burari,2.0,Delhi,2200000
4676,1050,Vasant Kunj,2.0,Delhi,11500000
4677,2400,Sector 11 Dwarka,4.0,Delhi,18500000
4678,1300,Sector 19 Dwarka,2.0,Delhi,9500000
4679,1700,Sector 2 Dwarka,3.0,Delhi,14500000
4680,1600,Greater Kailash,3.0,Delhi,30000000
4681,540,Uttam Nagar,2.0,Delhi,2700000
4682,900,Uttam Nagar,3.0,Delhi,4200000
4683,1100,Uttam Nagar,4.0,Delhi,5700000
4684,675,Uttam Nagar,3.0,Delhi,3200000
4685,1100,Uttam Nagar,3.0,Delhi,6199000
4686,1200,Uttam Nagar,4.0,Delhi,6500000
4687,500,Uttam Nagar,2.0,Delhi,2000000
4688,810,Uttam Nagar,3.0,Delhi,4199000
4689,580,Uttam Nagar,2.0,Delhi,3199000
4690,1500,Sector 19 Dwarka,3.0,Delhi,11000000
4691,2000,Sector-18 Dwarka,3.0,Delhi,21500000
4692,1800,Sector 5 Dwarka,3.0,Delhi,14500000
4693,1800,Sector 6 Dwarka,3.0,Delhi,18500000
4694,625,Sector 23 Rohini,2.0,Delhi,6500000
4695,1400,Sarita Vihar,3.0,Delhi,17000000
4696,450,Dwarka Mor,2.0,Delhi,2200000
4697,495,Dwarka Mor,2.0,Delhi,3200000
4698,1000,Dwarka Mor,4.0,Delhi,6300000
4699,540,Dwarka Mor,2.0,Delhi,2500000
4700,505,Mansa Ram Park,2.0,Delhi,2700000
4701,540,Dwarka Mor,2.0,Delhi,2500000
4702,810,Mansa Ram Park,3.0,Delhi,4800000
4703,616,Mansa Ram Park,2.0,Delhi,3200000
4704,616,Mansa Ram Park,2.0,Delhi,3100000
4705,505,Mansa Ram Park,2.0,Delhi,2700000
4706,855,Mansa Ram Park,3.0,Delhi,5200000
4707,616,Mansa Ram Park,2.0,Delhi,3300000
4708,540,Dwarka Mor,2.0,Delhi,2500000
4709,667,Uttam Nagar,2.0,Delhi,2750000
4710,667,Uttam Nagar,2.0,Delhi,2750000
4711,2400,Sector 4 Dwarka,4.0,Delhi,19800000
4712,1000,Sector 17 Dwarka,2.0,Delhi,10000000
4713,1000,Sector 17 Dwarka,2.0,Delhi,10000000
4714,1900,Sector 6 Dwarka,3.0,Delhi,19000000
4715,2500,Sector 11 Dwarka,5.0,Delhi,22000000
4716,500,Uttam Nagar,2.0,Delhi,2100000
4717,520,Uttam Nagar,2.0,Delhi,2000000
4718,510,Uttam Nagar,2.0,Delhi,2200000
4719,750,Uttam Nagar,3.0,Delhi,3100000
4720,600,Uttam Nagar,2.0,Delhi,2800000
4721,861,Sector 23 Rohini,2.0,Delhi,6500000
4722,640,Uttam Nagar,2.0,Delhi,2700000
4723,640,Uttam Nagar,2.0,Delhi,2700000
4724,1800,Sector 4 Dwarka,3.0,Delhi,16800000
4725,1000,Uttam Nagar,3.0,Delhi,4600000
4726,755,Dwarka Mor,2.0,Delhi,3400000
4727,1000,Dwarka Mor,3.0,Delhi,4400000
4728,1050,Dwarka Mor,3.0,Delhi,4700000
4729,755,Dwarka Mor,2.0,Delhi,3400000
4730,1050,Dwarka Mor,3.0,Delhi,4700000
4731,760,Dwarka Mor,2.0,Delhi,3700000
4732,760,Dwarka Mor,2.0,Delhi,3700000
4733,750,Dwarka Mor,2.0,Delhi,2900000
4734,750,Dwarka Mor,2.0,Delhi,2900000
4735,1000,Uttam Nagar,3.0,Delhi,4600000
4736,1200,Alaknanda,3.0,Delhi,15500000
4737,720,Dwarka Mor,3.0,Delhi,3500000
4738,675,Mansa Ram Park,2.0,Delhi,3400000
4739,540,Dwarka Mor,2.0,Delhi,2800000
4740,900,Uttam Nagar,3.0,Delhi,5400000
4741,900,Mansa Ram Park,3.0,Delhi,6200000
4742,810,Sewak Park,3.0,Delhi,5000000
4743,900,Mansa Ram Park,3.0,Delhi,4800000
4744,540,Dwarka Mor,2.0,Delhi,2500000
4745,675,Mansa Ram Park,3.0,Delhi,3800000
4746,630,Mansa Ram Park,3.0,Delhi,3500000
4747,810,Sewak Park,3.0,Delhi,5000000
4748,810,Dwarka Mor,3.0,Delhi,4800000
4749,2500,Sector 22 Dwarka,4.0,Delhi,20000000
4750,2000,Sector 4 Dwarka,4.0,Delhi,19500000
4751,2000,Sector 4 Dwarka,4.0,Delhi,20500000
4752,4500,Sector-18 Dwarka,4.0,Delhi,45000000
4753,2200,Sector 6 Dwarka,4.0,Delhi,24900000
4754,2000,Sector 7 Dwarka,4.0,Delhi,19500000
4755,900,Sector 6 Dwarka,2.0,Delhi,8400000
4756,1900,Sector 7 Dwarka,4.0,Delhi,16800000
4757,1600,Sector 13 Dwarka,3.0,Delhi,15800000
4758,1550,Sector 22 Dwarka,3.0,Delhi,14800000
4759,2000,Sector 5 Dwarka,4.0,Delhi,21500000
4760,2000,Sector 7 Dwarka,4.0,Delhi,19500000
4761,2200,Sector 10 Dwarka,4.0,Delhi,23500000
4762,1700,Sector 10 Dwarka,3.0,Delhi,15100000
4763,1500,Sector 11 Dwarka,3.0,Delhi,17600000
4764,3800,Sector 11 Dwarka,4.0,Delhi,34100000
4765,2400,Sector 2 Dwarka,3.0,Delhi,22500000
4766,2200,Sector 9 Dwarka,4.0,Delhi,18200000
4767,1800,Sector 6 Dwarka,2.0,Delhi,14800000
4768,2520,Jasola,4.0,Delhi,11000000
4769,1440,Jamia Nagar,4.0,Delhi,8500000
4770,765,Jamia Nagar,2.0,Delhi,3500000
4771,585,Jamia Nagar,2.0,Delhi,3600000
4772,1350,Jamia Nagar,3.0,Delhi,7500000
4773,675,Jasola,2.0,Delhi,3550000
4774,720,Bindapur,3.0,Delhi,3500000
4775,900,Bindapur,3.0,Delhi,4500000
4776,1000,Sewak Park,4.0,Delhi,6211000
4777,616,Mansa Ram Park,2.0,Delhi,3200000
4778,540,Dwarka Mor,2.0,Delhi,2500000
4779,720,Dwarka Mor,3.0,Delhi,3500000
4780,2000,Sector 4 Dwarka,3.0,Delhi,19000000
4781,1700,Sector 6 Dwarka,3.0,Delhi,16500000
4782,2400,Sector 6 Dwarka,4.0,Delhi,24800000
4783,2400,Sector 22 Dwarka,4.0,Delhi,21500000
4784,2000,Sector 4 Dwarka,3.0,Delhi,19000000
4785,1700,Sector 6 Dwarka,3.0,Delhi,16500000
4786,1900,Sector 9 Dwarka,3.0,Delhi,15500000
4787,685,Uttam Nagar,2.0,Delhi,3050000
4788,1000,Uttam Nagar,3.0,Delhi,3900000
4789,600,Uttam Nagar,2.0,Delhi,2900000
4790,1300,Sector 10 Dwarka,2.0,Delhi,11000000
4791,1800,Sector 2 Dwarka,3.0,Delhi,15000000
4792,1700,Sector 4 Dwarka,3.0,Delhi,12000000
4793,1600,Sector 3 Dwarka,3.0,Delhi,11000000
4794,645,Rohini sector 24,2.0,Delhi,9000000
4795,865,Rohini sector 24,3.0,Delhi,10500000
4796,680,Rohini sector 24,3.0,Delhi,7500000
4797,1055,Rohini sector 24,3.0,Delhi,9800000
4798,1800,Sector 12 Dwarka,2.0,Delhi,19000000
4799,950,Sector 23 Rohini,2.0,Delhi,6900000
4800,680,Rohini sector 24,3.0,Delhi,7500000
4801,550,Dwarka Mor,2.0,Delhi,2600000
4802,900,Dwarka Mor,3.0,Delhi,7200000
4803,450,Dwarka Mor,2.0,Delhi,3600000
4804,400,Dwarka Mor,2.0,Delhi,3200000
4805,800,Dwarka Mor,3.0,Delhi,6400000
4806,600,Dwarka Mor,2.0,Delhi,3050000
4807,400,Dwarka Mor,2.0,Delhi,2300000
4808,800,Dwarka Mor,3.0,Delhi,4400000
4809,900,Dwarka Mor,3.0,Delhi,4799000
4810,550,nawada,2.0,Delhi,3400000
4811,800,nawada,3.0,Delhi,4500000
4812,970,Sector 22 Rohini,3.0,Delhi,8500000
4813,1080,Rohini sector 24,4.0,Delhi,9000000
4814,650,Mahavir Enclave,2.0,Delhi,3500000
4815,550,Mahavir Enclave,2.0,Delhi,3200000
4816,950,Dwarka Mor,3.0,Delhi,4999000
4817,450,Dwarka Mor,2.0,Delhi,2600000
4818,650,Dwarka Mor,2.0,Delhi,2900000
4819,800,Dwarka Mor,3.0,Delhi,4400000
4820,2200,Sector 6 Dwarka,2.0,Delhi,20500000
4821,2400,Sector 19 Dwarka,4.0,Delhi,23200000
4822,2800,Sector 6 Dwarka,4.0,Delhi,25900000
4823,1500,Sector 23 Dwarka,3.0,Delhi,17500000
4824,1600,Sector 6 Dwarka,3.0,Delhi,14800000
4825,1500,Sector 10 Dwarka,3.0,Delhi,13500000
4826,1600,Sector 10 Dwarka,3.0,Delhi,15500000
